path,en,it
root/2/the_final_mask_content/1/zeki/0/2/19/c-1/8,"<<""I hope you think carefully about what mask you choose, Sable."">>","<<""Spero ci pensi bene a quale maschera scegli, Sable."">>"
root/2/the_final_mask_content/1/zeki/0/2/19/c-2/2,"<<""Best of luck, Sable."">>","<<""Buona fortuna, Sable."">>"
root/2/the_final_mask_content/1/umar/0/0/18/s0/2,"<<""Welcome back."">>","<<""Bentornata."">>"
root/2/the_final_mask_content/1/umar/0/0/18/s0/4,I don't remember the last time I heard Umar speak. Maybe to yell a warning but never to converse. It takes me a moment to think of something to reply.,"Non ricordo l'ultima volta che ho sentito Umar parlare. Magari per gridare un avvertimento, ma mai per conversare. Mi ci vuole un attimo per pensare a una risposta."
root/2/the_final_mask_content/1/umar/0/0/18/s1/2,Umar greets me silently.,Umar mi saluta in silenzio.
root/2/the_final_mask_content/1/umar/0/2/2,How have you been?,Come stai?
root/2/the_final_mask_content/1/umar/0/2/8,Did you miss me?,Ti sono mancata?
root/2/the_final_mask_content/1/umar/0/2/14,Talk to someone else.,Parla con qualcun altro.
root/2/the_final_mask_content/1/umar/0/2/18/c-0/2,Umar shrugs silently. I think that's all I'm going to get from him on that.,Umar fa spallucce in silenzio. Credo sia tutto quello che otterrò da lui in proposito.
root/2/the_final_mask_content/1/umar/0/2/18/c-1/2,He emits a low grunt and what sounds like a chuckle. I think that means he missed me.,Emette un grugnito basso e qualcosa che sembra una risata. Credo significhi che gli sono mancata.
root/2/the_final_mask_content/1/umar/0/2/18/c-2/2,Umar bows his head slightly.,Umar inchina leggermente il capo.
root/2/the_final_mask_content/1/choose_entertainer/0/0,Is entertaining for me?,L'intrattenimento è per me?
root/2/the_final_mask_content/1/choose_entertainer/0/4,For sure!,Decisamente!
root/2/the_final_mask_content/1/choose_entertainer/0/10,No.,No.
root/2/the_final_mask_content/1/choose_entertainer/0/14/c-0/2/18/s0/2,"Bringing smiles to people's faces, joy and entertainment - what is life without these things?","Portare sorrisi sui volti, gioia e intrattenimento — cos'è la vita senza queste cose?"
root/2/the_final_mask_content/1/choose_entertainer/0/14/c-0/2/18/s0/4,"I could become a bard, or a fabulist, or any kind of performer.","Potrei diventare una bardessa, o una favolatrice, o qualunque tipo di artista."
root/2/the_final_mask_content/1/choose_entertainer/0/14/c-0/2/18/s0/6,"The one thing I won't be able to do is stay with the Ibexii. whilst entertainment is crucial for so many, it's not something seen as essential to the way we live.","L'unica cosa che non potrò fare è restare con gli Ibexii. Sebbene l'intrattenimento sia cruciale per molti, non è considerato essenziale per il modo in cui viviamo."
root/2/the_final_mask_content/1/choose_entertainer/0/14/c-0/2/18/s0/8,Would they support me if I chose to go this way? Would they be proud? Maybe they'd prefer a Machinist or a Guard...,Mi sosterrebbero se scegliessi questa strada? Sarebbero fieri? Forse preferirebbero una Macchinista o una Guardia...
root/2/the_final_mask_content/1/choose_entertainer/0/14/c-0/2/18/s0/10,"Ultimately, I have to choose for me.","Alla fine, devo scegliere per me."
root/2/the_final_mask_content/1/choose_entertainer/0/14/c-0/4,Is this what I want?,È questo che voglio?
root/2/the_final_mask_content/1/choose_entertainer/0/14/c-0/6/2,Yes. I'm sure.,Sì. Sono sicura.
root/2/the_final_mask_content/1/choose_entertainer/0/14/c-0/6/8,No. Not yet.,No. Non ancora.
root/2/the_final_mask_content/1/choose_entertainer/0/14/c-0/6/12/c-0/8,Sometimes you have to make choices for you.,A volte devi fare scelte per te stessa.
root/2/the_final_mask_content/1/choose_entertainer/0/14/c-0/6/12/c-0/10,I hope they understand.,Spero capiscano.
root/2/the_final_mask_content/1/choose_entertainer/0/14/c-1/2,I don't think so.,Non credo.
root/2/the_final_mask_content/1/choose_machinist/0/0,Could I be a Machinist?,Potrei essere una Macchinista?
root/2/the_final_mask_content/1/choose_machinist/0/4,Yes.,Sì.
root/2/the_final_mask_content/1/choose_machinist/0/10,No.,No.
root/2/the_final_mask_content/1/choose_machinist/0/14/c-0/2/18/s0/2,"I think of Sizo, and of all the machine whisperers I've met along the way.","Penso a Sizo, e a tutti i sussurratori di macchine che ho incontrato lungo la strada."
root/2/the_final_mask_content/1/choose_machinist/0/14/c-0/2/18/s0/4,"They're so different, so unique and disparate, but bound by knowledge, clanhood and some undefined connection to the world.","Sono così diversi, così unici e disparati, ma uniti dalla conoscenza, dall'appartenenza al clan e da una indefinita connessione con il mondo."
root/2/the_final_mask_content/1/choose_machinist/0/14/c-0/2/18/s0/6,"I enjoyed the independence of the Gliding. And equally I loved meeting new people across the desert, learning a little bit about them before going on my way.","Ho amato l'indipendenza del Volo. E altrettanto ho amato incontrare nuove persone nel deserto, imparare un po' di loro prima di proseguire."
root/2/the_final_mask_content/1/choose_machinist/0/14/c-0/2/18/s0/8,"And certainly I loved Simoon, and every late night I spent huddled at her side. I loved the sound of her and the smoothness of her ride.","E di sicuro ho amato Simoon, e ogni tarda notte che ho passato rannicchiata al suo fianco. Ho amato il suo suono e la fluidità della sua guida."
root/2/the_final_mask_content/1/choose_machinist/0/14/c-0/2/18/s0/10,"I loved her sense of humor, which...","Ho amato il suo senso dell'umorismo, che..."
root/2/the_final_mask_content/1/choose_machinist/0/14/c-0/2/18/s0/12,...I suddenly realize I've never thought about before.,...mi rendo conto all'improvviso di non aver mai considerato prima.
root/2/the_final_mask_content/1/choose_machinist/0/14/c-0/2/18/s0/14,"And certainly I can't quite figure out why I've had this thought all of a sudden, about a bike that has never made anything more than <i>sounds</i>.","E di certo non riesco a capire perché mi sia venuto in mente, a proposito di una hoverbike che non ha mai prodotto altro che <i>suoni</i>."
root/2/the_final_mask_content/1/choose_machinist/0/14/c-0/2/18/s0/16,But I feel it.,Ma lo sento.
root/2/the_final_mask_content/1/choose_machinist/0/14/c-0/2/18/s0/18,Or perhaps it's just the Mask.,O forse è solo la Maschera.
root/2/the_final_mask_content/1/choose_machinist/0/14/c-0/4,Am I sure?,Sono sicura?
root/2/the_final_mask_content/1/choose_machinist/0/14/c-0/6/2,Yes. I'm sure.,Sì. Sono sicura.
root/2/the_final_mask_content/1/choose_machinist/0/14/c-0/6/8,No. Not yet.,No. Non ancora.
root/2/the_final_mask_content/1/choose_machinist/0/14/c-0/6/12/c-0/8,I don the Mask of the Machinist.,Indosso la Maschera del Macchinista.
root/2/the_final_mask_content/1/choose_machinist/0/14/c-0/6/12/c-0/10,It smells of steel and petrichor.,Sa di acciaio e petricore.
root/2/the_final_mask_content/1/choose_machinist/0/14/c-0/6/12/c-0/12,And I adore it.,E la adoro.
root/2/the_final_mask_content/1/choose_machinist/0/14/c-1/2,I don't think so.,Non credo.
root/2/the_final_mask_content/1/choose_guard/0/0,"The Guard Mask gazes out at me, and I remember Eliisabet.","La Maschera della Guardia mi guarda, e ricordo Eliisabet."
root/2/the_final_mask_content/1/choose_guard/0/2,Could I be a Guard?,Potrei essere una Guardia?
root/2/the_final_mask_content/1/choose_guard/0/6,Yes.,Sì.
root/2/the_final_mask_content/1/choose_guard/0/12,No.,No.
root/2/the_final_mask_content/1/choose_guard/0/16/c-0/2/18/s0/2,Eliisabet was <i>dangerous</i> and <i>daring</i>.,Eliisabet era <i>pericolosa</i> e <i>audace</i>.
root/2/the_final_mask_content/1/choose_guard/0/16/c-0/2/18/s0/4,"She never showed me that side of herself, not really, but for all her laughter and brightness, her self-effacing charm, it was obvious that she carried herself with a confidence I can only envy.","Non mi ha mai mostrato davvero quel lato di sé, ma con tutta la sua risata e luminosità, il suo charm umile, era evidente che si portava con una sicurezza che posso solo invidiare."
root/2/the_final_mask_content/1/choose_guard/0/16/c-0/2/18/s0/6,And I know it was born of her work.,E so che è nata dal suo lavoro.
root/2/the_final_mask_content/1/choose_guard/0/16/c-0/2/18/s0/8,I could easily imagine that Eliisabet had given directions and gentle advice to the weary travellers of Eccria.,Potrei facilmente immaginare che Eliisabet avesse dato indicazioni e consigli gentili ai viaggiatori stanchi di Eccria.
root/2/the_final_mask_content/1/choose_guard/0/16/c-0/2/18/s0/10,"I could see her walking children home, helping them to find their caregivers or friends, or tending to a scraped knee.","Potrei vederla accompagnare bambini a casa, aiutarli a trovare i tutori o gli amici, o curare un ginocchio sbucciato."
root/2/the_final_mask_content/1/choose_guard/0/16/c-0/2/18/s0/12,"And I knew just by talking to her that she was well-versed in speaking with reason and patience, and helping before she hurts.","E sapevo solo parlando con lei che era esperta nel parlare con ragione e pazienza, e nell'aiutare prima di ferire."
root/2/the_final_mask_content/1/choose_guard/0/16/c-0/2/18/s0/14,"But I also felt her power, and the things she was willing to do to keep her people safe.","Ma sentivo anche il suo potere, e le cose che sarebbe stata disposta a fare per tenere al sicuro la sua gente."
root/2/the_final_mask_content/1/choose_guard/0/16/c-0/2/18/s0/16,"To be a guard-- a good one-- one must not care for violence nor conflict, but one must know that they are at times necessary to protecting those who need it most.","Essere una guardia — una buona — non vuol dire amare la violenza né il conflitto, ma sapere che a volte sono necessari per proteggere chi ne ha più bisogno."
root/2/the_final_mask_content/1/choose_guard/0/16/c-0/2/18/s0/18,"There must be fierceness in the work, and fierceness in the heart.","Ci deve essere ferocia nel lavoro, e ferocia nel cuore."
root/2/the_final_mask_content/1/choose_guard/0/16/c-0/2/18/s0/20,"Could I hold those two in balance, half as well as her?","Potrei tenere quelle due cose in equilibrio, anche solo per metà bene come lei?"
root/2/the_final_mask_content/1/choose_guard/0/16/c-0/2/18/s0/22,"And if I can, then is that the path I wish to walk? Should I become a Guard?","E se posso, è quella la strada che voglio percorrere? Dovrei diventare una Guardia?"
root/2/the_final_mask_content/1/choose_guard/0/16/c-0/2/18/s1/2,Am I sure?,Sono sicura?
root/2/the_final_mask_content/1/choose_guard/0/16/c-0/4/2,Yes.,Sì.
root/2/the_final_mask_content/1/choose_guard/0/16/c-0/4/8,No.,No.
root/2/the_final_mask_content/1/choose_guard/0/16/c-0/4/12/c-0/8,I don the Mask of the Guard.,Indosso la Maschera della Guardia.
root/2/the_final_mask_content/1/choose_guard/0/16/c-0/4/12/c-0/10,It's a shame I won't work with Eliisabet... but I can't wait to see her again.,Peccato che non lavorerò con Eliisabet... ma non vedo l'ora di rivederla.
root/2/the_final_mask_content/1/choose_guard/0/16/c-1/2,I don't think so.,Non credo.
root/2/the_final_mask_content/1/choose_shade/0/0,Do I want to choose the Shade of Eccria Mask?,Voglio scegliere la Maschera dell'Ombra di Eccria?
root/2/the_final_mask_content/1/choose_shade/0/4,Yes.,Sì.
root/2/the_final_mask_content/1/choose_shade/0/10,No.,No.
root/2/the_final_mask_content/1/choose_shade/0/14/c-0/2/18/s0/2,"The greatest piece of knowledge I received on my Gliding was not from any one person, but from all of them.","La più grande conoscenza che ho ricevuto durante il Volo non è venuta da una singola persona, ma da tutte loro."
root/2/the_final_mask_content/1/choose_shade/0/14/c-0/2/18/s0/4,"And it was that there is no nobler task and indeed nothing more vital in the world, than <i>helping people</i>.","Ed è che non c'è compito più nobile, e in verità nulla di più vitale al mondo, che <i>aiutare le persone</i>."
root/2/the_final_mask_content/1/choose_shade/0/14/c-0/2/18/s0/6,"Beyond whatever machinations and economies maintain the careful balance and structure of our lives, support and kindness and empathy must be at the core.","Oltre qualsiasi macchinazione ed economia che mantiene il delicato equilibrio e la struttura delle nostre vite, sostegno, gentilezza ed empatia devono essere al centro."
root/2/the_final_mask_content/1/choose_shade/0/14/c-0/2/18/s0/8,The Shade of Eccria cuts everything else away.,L'Ombra di Eccria toglie via tutto il resto.
root/2/the_final_mask_content/1/choose_shade/0/14/c-0/2/18/s0/10,"The Shade seeks only to right wrongs, and to help those who need it. They seek to change the world for the better by <i>being</i> better. They make a difference-- a real and tangible one!",L'Ombra cerca solo di raddrizzare i torti e aiutare chi ha bisogno. Cercano di cambiare il mondo in meglio <i>essendo</i> migliori. Fanno la differenza — reale e tangibile!
root/2/the_final_mask_content/1/choose_shade/0/14/c-0/2/18/s0/12,And they live outside of everything else.,E vivono al di fuori di tutto il resto.
root/2/the_final_mask_content/1/choose_shade/0/14/c-0/2/18/s0/14,"Maz walked that path. And what's more, he did it with grace... until he found a new calling and was forced to put the Shade aside.",Maz ha percorso quella strada. E per di più con grazia... finché non ha trovato una nuova vocazione ed è stato costretto a mettere da parte l'Ombra.
root/2/the_final_mask_content/1/choose_shade/0/14/c-0/2/18/s0/16,Perhaps I should pick it up?,Forse dovrei raccoglierla io?
root/2/the_final_mask_content/1/choose_shade/0/14/c-0/2/18/s1/2,Am I sure?,Sono sicura?
root/2/the_final_mask_content/1/choose_shade/0/14/c-0/4/2,Yes. I think so.,Sì. Credo di sì.
root/2/the_final_mask_content/1/choose_shade/0/14/c-0/4/8,"No, I don't think so.","No, non credo."
root/2/the_final_mask_content/1/choose_shade/0/14/c-0/4/12/c-0/8,I pick up the Mask of the Shade.,Raccolgo la Maschera dell'Ombra.
root/2/the_final_mask_content/1/choose_shade/0/14/c-0/4/12/c-0/10,I don't know how I'll explain it to Jadi...,Non so come lo spiegherò a Jadi...
root/2/the_final_mask_content/1/choose_shade/0/14/c-0/4/12/c-0/12,But I suspect she'll understand.,Ma sospetto capirà.
root/2/the_final_mask_content/1/choose_shade/0/14/c-0/4/12/c-1/2,I've made my choice.,Ho fatto la mia scelta.
root/2/the_final_mask_content/1/choose_shade/0/14/c-1/2,I don't think so.,Non credo.
root/2/the_final_mask_content/1/choose_chum/0/0,Do I want to choose the Chum Mask?,Voglio scegliere la Maschera del Chum?
root/2/the_final_mask_content/1/choose_chum/0/4,Yes.,Sì.
root/2/the_final_mask_content/1/choose_chum/0/10,No.,No.
root/2/the_final_mask_content/1/choose_chum/0/14/c-0/2/12/s0/2,"An unusual mask, not one I've seen anyone else wear. I would certainly feel special wearing this as I bound across the dunes collecting ever more chums for the Queen.","Una maschera insolita, non l'ho vista indossata da nessun altro. Mi sentirei certamente speciale indossandola mentre attraverso le dune raccogliendo sempre più chum per la Regina."
root/2/the_final_mask_content/1/choose_chum/0/14/c-0/2/12/s0/4,"Is it the sort of thing other people would understand? Or would I be an outlier, a weirdo obsessive chasing down elusive, mysterious creatures for an ancient telepathic creature?","È il genere di cosa che gli altri capirebbero? O sarei un caso a parte, una strana ossessionata che insegue creature elusive e misteriose per un'antica creatura telepatica?"
